,date,price,description,location,bedrooms,bathrooms,land,floor
3925,08/07/2024,"Rp4,4 Miliar",Di jual rumah 2 lantai strategis dan murah SHM Pasar Minggu Jakarta Selatan,"Pasar Minggu, Jakarta Selatan",5,2,162 m²,300 m²
3926,08/07/2024,"Rp4,5 Miliar","Rumah Town House Cordoba PIK, Penjaringan, Jakarta Utara","Penjaringan, Jakarta Utara",4,4,120 m²,250 m²
3927,08/07/2024,Rp18 Miliar,Rumah Luas 350 Kramat Pela Kebayoran Baru bisa untuk Kantor,"Kebayoran Baru, Jakarta Selatan",5,5,350 m²,700 m²
3928,08/07/2024,"Rp3,2 Miliar","Rumah Taman Modern Cakung, Jakarta Timur","Cakung, Jakarta Timur",5,4,314 m²,348 m²
3929,08/07/2024,"Rp2,65 Miliar","Rumah Kavling DKI Meruya Utara, Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",4,3,142 m²,250 m²
3930,08/07/2024,"Rp1,6 Miliar","Rumah Komplek Walikota, Sukapura, Jakarta Utara","Kelapa Gading, Jakarta Utara",2,3,70 m²,105 m²
3931,08/07/2024,"Rp2,8 Miliar","Rumah Taman Pegangsaan Indah Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,2,128 m²,200 m²
3932,08/07/2024,"Rp2,65 Miliar","Rumah Cluster Zebrina Jakarta Garden City, Cakung, Jakarta Timur","Cakung, Jakarta Timur",3,3,147 m²,152 m²
3933,08/07/2024,Rp18 Miliar,Rumah mewah full furnish di cipinang cimpedak jakarta timur,"Jatinegara, Jakarta Timur",6,5,516 m²,400 m²
3934,08/07/2024,"Rp2,3 Miliar","Rumah Taman Kota Kembangan, Jakarta Barat","Cengkareng, Jakarta Barat",5,5,160 m²,155 m²
3935,08/07/2024,"Rp1,97 Miliar","Rumah Cluster Mississipi Jakarta Garden City, Cakung, Jakarta Timur","Cakung, Jakarta Timur",3,2,90 m²,75 m²
3936,08/07/2024,"Rp2,8 Miliar","Rumah Gading Griya Residence Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,2,120 m²,220 m²
3937,08/07/2024,"Rp5,9 Miliar","Rumah Taman Kencana Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",4,5,490 m²,600 m²
3938,08/07/2024,"Rp7,9 Miliar",Rumah Luas 374 Taman Villa Meruya Kembangan Jakbar,"Kembangan, Jakarta Barat",6,4,374 m²,900 m²
3939,08/07/2024,Rp10 Miliar,"Rumah Paling Eksklusif di Lingkungannya (Dekat Jalur MRT, Blok A)","Kebayoran Baru, Jakarta Selatan",3,3,234 m²,320 m²
3940,08/07/2024,"Rp2,7 Miliar","Rumah Pulo Gebang Permai Cakung, Jakarta Timur","Cakung, Jakarta Timur",4,4,150 m²,172 m²
3941,08/07/2024,"Rp6,5 Miliar",Rumah siap huni di komplek waringin jatiwaringin jakarta timur,"Makasar, Jakarta Timur",6,2,321 m²,200 m²
3942,08/07/2024,Rp10 Miliar,"Rumah Janur Elok Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,300 m²,500 m²
3943,08/07/2024,Rp3 Miliar,"Rumah Kelapa Nias Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",2,2,136 m²,100 m²
3944,08/07/2024,"Rp5,9 Miliar","Kost Jl. Hasyim Ashari Dalam Gambir, Jakarta Pusat","Gambir, Jakarta Pusat",10,10,71 m²,280 m²
3945,08/07/2024,Rp8 Miliar,"Rumah Citra Garden City Cluster Yellow Chrysant Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",5,4,190 m²,270 m²
3946,08/07/2024,"Rp4,8 Miliar","Rumah Taman Alfa Indah Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",4,4,288 m²,220 m²
3947,08/07/2024,"Rp6,2 Miliar","Rumah Jl. Menara Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",5,4,250 m²,370 m²
3948,08/07/2024,"Rp3,5 Miliar","Rumah Cluster Mahakam Jakarta Garden City, Cakung, Jakarta Timur","Cakung, Jakarta Timur",5,4,132 m²,142 m²
3949,08/07/2024,"Rp2,2 Miliar","Rumah The Green Court Caliandra Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",5,2,90 m²,135 m²
3950,08/07/2024,"Rp6,2 Miliar","Rumah Janur Elok, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,3,242 m²,350 m²
3951,08/07/2024,Rp2 Miliar,"Rumah Jl. Sungai Bambu Warakas, Tanjung Priok, Jakarta Utara","Tanjung Priok, Jakarta Utara",1,1,227 m²,125 m²
3952,08/07/2024,"Rp2,45 Miliar","Rumah Menteng Mahkota Ujung Menteng, Cakung, Jakarta Timur","Cakung, Jakarta Timur",5,2,171 m²,280 m²
3953,08/07/2024,Rp9 Miliar,"Rumah Kavling DKI Meruya Utara, Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",4,5,415 m²,425 m²
3954,08/07/2024,"Rp4,5 Miliar","Rumah Kavling DKI Meruya Utara, Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",3,3,225 m²,250 m²
3955,08/07/2024,Rp13 Miliar,turun harga rumah megah di pejaten barat dekat kantor kelurahan pejaten barat,"Pasar Minggu, Jakarta Selatan",5,4,500 m²,420 m²
3956,08/07/2024,"Rp2,65 Miliar",Rumah Minimalis Modern Di Sedayu City Kelapa Gading Jakarta utara,"Kelapa Gading, Jakarta Utara",3,2,60 m²,119 m²
3957,08/07/2024,Rp15 Miliar,"Rumah Kelapa Sawit, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",2,3,250 m²,300 m²
3958,08/07/2024,"Rp1,9 Miliar","Rumah Jl. Kayu Putih Selatan Pulomas, Jakarta Timur","Pulo Gadung, Jakarta Timur",4,3,83 m²,140 m²
3959,08/07/2024,"Rp2,3 Miliar","Rumah Jl. Way Seputih Tanjung Duren, Grogol Petamburan, Jakarta Barat","Grogol Petamburan, Jakarta Barat",4,3,57 m²,168 m²
3960,08/07/2024,Rp7 Miliar,Rumah baru design classic siap huni di cilandak jakarta selatan,"Cilandak, Jakarta Selatan",4,3,256 m²,249 m²
3961,08/07/2024,"Rp2,45 Miliar","Rumah Jl. Way Seputih Tanjung Duren, Grogol Petamburan, Jakarta Barat","Grogol Petamburan, Jakarta Barat",5,4,72 m²,193 m²
3962,08/07/2024,"Rp5,1 Miliar",Dijual Rumah Baru Jarang Ada Di CIlandak JAKSEL,"Cilandak, Jakarta Selatan",3,3,140 m²,255 m²
3963,08/07/2024,"Rp19,5 Miliar",Murah !! rumah hitung tanah di pejaten pasar minggu,"Pasar Minggu, Jakarta Selatan",5,3,1070 m²,350 m²
3964,08/07/2024,"Rp2,7 Miliar","Rumah Taman Kencana Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",3,2,90 m²,90 m²
3965,08/07/2024,"Rp2,7 Miliar",Rumah Asri Sentuk City Cluster Santorini Bogor Jawa Barat,"Kelapa Gading, Jakarta Utara",4,3,150 m²,165 m²
3966,08/07/2024,"Rp2,15 Miliar","Rumah Carina Sayang Rawa Buaya Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",3,3,100 m²,170 m²
3967,08/07/2024,"Rp4,6 Miliar",Rumah modern classic akses jalan lebar di komplek pondok bambu jakarta timur,"Duren Sawit, Jakarta Timur",4,4,140 m²,250 m²
3968,08/07/2024,Rp950 Juta,"Rumah The Pasadena Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",2,2,48 m²,40 m²
3969,08/07/2024,Rp3 Miliar,"Rumah Kavling DKI Meruya Utara, Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",7,6,122 m²,206 m²
3970,08/07/2024,"Rp1,76 Miliar","Rumah Imperial Gading Sukapura, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,4,77 m²,100 m²
3971,08/07/2024,"Rp3,4 Miliar","Rumah Gading Nirwana Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,2,120 m²,144 m²
3972,08/07/2024,"Rp1,6 Miliar","Rumah Rorotan Kirana Legacy Norfolk Kelapa Gading,Jakarta Utara","Kelapa Gading, Jakarta Utara",3,2,124 m²,110 m²
3973,08/07/2024,"Rp8,8 Miliar","Di Jual Rumah BU
 jln Pendidikan Jakarta Selatan
Lt  450m2
Lb 200m2
Kt 6+2
Km 5
Lantai 2
Listrik 7700 Watt
Garasi 4 mobil
SHM

Harga 8.8 M (nego)","Cilandak, Jakarta Selatan",6,5,450 m²,200 m²
3974,08/07/2024,"Rp3,2 Miliar","Rumah Kavling DKI Meruya Utara, Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",4,3,132 m²,257 m²
3975,08/07/2024,Rp10 Miliar,"Rumah Taman Alfa Indah Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",5,6,420 m²,800 m²
3976,08/07/2024,Rp988 Juta,Dibawah Njop gaisss √ Kelapa Gading Jakarta Utara,"Kelapa Gading, Jakarta Utara",2,2,112 m²,112 m²
3977,08/07/2024,"Rp3,1 Miliar","Rumah Kavling DKI Meruya Utara, Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",7,6,123 m²,200 m²
3978,08/07/2024,"Rp3,1 Miliar","Rumah Kavling DKI Meruya Utara, Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",7,6,123 m²,200 m²
3979,08/07/2024,"Rp2,2 Miliar","Rumah Daan Mogot Estate Cengkareng, Jakarta Barat","Kali Deres, Jakarta Barat",4,3,280 m²,275 m²
3980,08/07/2024,Rp10 Miliar,"Rumah Jl. Kebon Bawang, Tanjung Priok, Jakarta Utara","Tanjung Priok, Jakarta Utara",1,1,275 m²,220 m²
3981,08/07/2024,Rp6 Miliar,"Kost Jl. Krekot Jaya Molek Pasar Baru, Sawah Besar, Jakarta Pusat","Sawah Besar, Jakarta Pusat",10,7,164 m²,560 m²
3982,08/07/2024,Rp6 Miliar,"Rumah Jl Cipinang Indah Cipinang, Jakarta Timur","Pulo Gadung, Jakarta Timur",7,4,300 m²,692 m²
3983,08/07/2024,"Rp1,05 Miliar","Rumah Daan Mogot Estate Cengkareng, Jakarta Barat","Kali Deres, Jakarta Barat",3,2,120 m²,114 m²
3984,08/07/2024,Rp30 Miliar,Rumah mewah furnish siap huni di cempaka putih jakarta pusat,"Cempaka Putih, Jakarta Pusat",5,5,842 m²,1000 m²
3985,08/07/2024,"Rp1,8 Miliar","Rumah Gading Griya Lestari Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",2,2,67 m²,90 m²
3986,08/07/2024,"Rp6,5 Miliar","Rumah Pluit Timur Selatan Penjaringan, Jakarta Utara","Penjaringan, Jakarta Utara",3,3,200 m²,300 m²
3987,08/07/2024,"Rp4,75 Miliar","Rumah Janur Elok, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,153 m²,189 m²
3988,08/07/2024,"Rp2,1 Miliar",Griya Seroja: Pilihan Tepat Rumah di Jakarta Selatan,"Pesanggrahan, Jakarta Selatan",4,3,72 m²,125 m²
3989,08/07/2024,"Rp1,5 Miliar","Rumah Jl. Rambutan Barat Grogol Petamburan, Jakarta Barat","Grogol Petamburan, Jakarta Barat",3,2,55 m²,110 m²
3990,08/07/2024,"Rp2,2 Miliar","Rumah Rawamangun, Pulo Gadung, Jakarta Timur","Pulo Gadung, Jakarta Timur",3,3,60 m²,104 m²
3991,08/07/2024,"Rp1,7 Miliar","Rumah Jl. Pulo Asem Utara Pulo Gadung, Jakarta Timur","Pulo Gadung, Jakarta Timur",2,1,90 m²,75 m²
3992,08/07/2024,"Rp1,1 Miliar",Dijual Rumah Murah Mangga Besar Jarang Ada Rumah Tua Mabes Murah di Mangga Besar Akses Mobil,"Taman Sari, Jakarta Barat",7,2,98 m²,196 m²
3993,08/07/2024,"Rp3,4 Miliar","Rumah Puri Botanical Residence Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",4,2,108 m²,170 m²
3994,08/07/2024,"Rp7,5 Miliar","Rumah Paradise Timur Raya Sunter Agung, Tanjung Priok, Jakarta Utara","Tanjung Priok, Jakarta Utara",6,4,292 m²,360 m²
3995,08/07/2024,"Rp8,5 Miliar",Kost Exclusive Idaman,"Gambir, Jakarta Pusat",10,10,73 m²,402 m²
3996,08/07/2024,"Rp2,6 Miliar","Rumah Cengkareng Indah Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",3,3,90 m²,180 m²
3997,08/07/2024,"Rp1,99 Miliar","Rumah Harapan Mulya, Kemayoran, Jakarta Pusat","Kemayoran, Jakarta Pusat",3,2,162 m²,123 m²
3998,08/07/2024,"Rp5,5 Miliar","Rumah Orchestra Beach Golf Island, PIK, Jakarta Utara","Penjaringan, Jakarta Utara",3,3,150 m²,200 m²
3999,08/07/2024,"Rp3,99 Miliar","Rumah Puri Buana Asri Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",2,1,262 m²,120 m²
4000,08/07/2024,"Rp2,7 Miliar","Rumah Green Mansion, Green Pearl Daan Mogot, Cengkareng, Jakarta Barat","Kebon Jeruk, Jakarta Barat",3,2,73 m²,109 m²
4001,08/07/2024,Rp470 Juta,"Jual Rumah Baru Sunter Agung 2lt Rapih Rumah Nyaman akses motor di Sunter, Jakarta Utara","Tanjung Priok, Jakarta Utara",2,2,27 m²,54 m²
4002,08/07/2024,"Rp1,35 Miliar","Dijual Rumah Mangga Besar 2,5lt Rumah Mabes Siap Huni Rumah Mabes Nyaman di Mangga Besar Rumah Taman Sari","Taman Sari, Jakarta Barat",2,2,57 m²,94 m²
4003,08/07/2024,"Rp3,25 Miliar","Rumah Jl. Pulo Asem Utara Pulo Gadung, Jakarta Timur","Pulo Gadung, Jakarta Timur",10,4,145 m²,210 m²
4004,08/07/2024,"Rp1,98 Miliar","Rumah Jagakarsa, Jakarta Selatan.","Jagakarsa, Jakarta Selatan",4,3,126 m²,180 m²
4005,08/07/2024,Rp37 Miliar,Dijual Rumah Mewah Kebayoran Baru Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",6,6,375 m²,800 m²
4006,08/07/2024,"Rp2,6 Miliar","Rumah Jl. Pulo Asem Utara Pulo Gadung, Jakarta Timur","Pulo Gadung, Jakarta Timur",2,2,90 m²,108 m²
4007,08/07/2024,"Rp16,5 Miliar",Dijual Rumah Second Pondok Indah Jakarta Selatan,"Kebayoran Lama, Jakarta Selatan",3,3,400 m²,450 m²
4008,08/07/2024,"Rp1,17 Miliar","Rumah Komplek Walikota, Sukapura, Jakarta Utara","Kelapa Gading, Jakarta Utara",2,3,48 m²,60 m²
4009,08/07/2024,Rp35 Miliar,"Rumah Cilandak, Jakarta Selatan","Cilandak, Jakarta Selatan",4,4,1349 m²,1344 m²
4010,07/07/2024,"Rp2,37 Miliar","Rumah Gading Mas Timur, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,90 m²,150 m²
4011,07/07/2024,"Rp13,5 Miliar","Rumah Green Garden Kebon Jeruk, Jakarta Barat","Kebon Jeruk, Jakarta Barat",5,5,707 m²,469 m²
4012,07/07/2024,"Rp3,4 Miliar","Rumah Graha Sunter Pratama Sunter, Jakarta Utara","Tanjung Priok, Jakarta Utara",1,1,172 m²,116 m²
4013,07/07/2024,"Rp6,5 Miliar","Kost Tanjung Duren Grogol Petamburan, Jakarta Barat","Grogol Petamburan, Jakarta Barat",10,10,161 m²,400 m²
4014,07/07/2024,"Rp4,5 Miliar","Rumah Jl. Tanjung Duren Dalam Grogol Petamburan, Jakarta Barat","Grogol Petamburan, Jakarta Barat",4,4,156 m²,250 m²
4015,07/07/2024,Rp9 Miliar,"Rumah Gading Elok Raya Utara Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,2,324 m²,200 m²
4016,07/07/2024,"Rp4,5 Miliar","Rumah Town House Cordoba PIK, Penjaringan, Jakarta Utara","Penjaringan, Jakarta Utara",4,4,120 m²,250 m²
4017,07/07/2024,Rp800 Miliar,Dijual Rumah di Perumahan Daan Mogot Estate Lokasi Strategis Harga NJOP,"Cengkareng, Jakarta Barat",3,2,140 m²,105 m²
4018,07/07/2024,"Rp3,2 Miliar","Rumah Taman Modern Cakung, Jakarta Timur","Cakung, Jakarta Timur",5,4,314 m²,348 m²
4019,07/07/2024,"Rp2,65 Miliar","Rumah Kavling DKI Meruya Utara, Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",4,3,142 m²,250 m²
4020,07/07/2024,"Rp1,6 Miliar","Rumah Komplek Walikota, Sukapura, Jakarta Utara","Kelapa Gading, Jakarta Utara",2,3,70 m²,105 m²
4021,07/07/2024,"Rp2,8 Miliar","Rumah Taman Pegangsaan Indah Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,2,128 m²,200 m²
4022,07/07/2024,"Rp2,2 Miliar","Rumah Golden Palm Residence Citra Garden City 5, Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",3,2,90 m²,85 m²
4023,07/07/2024,"Rp3,8 Miliar","Rumah Kelapa Nias Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,136 m²,102 m²
4024,07/07/2024,"Rp6,95 Miliar","Kost Hasyim Ashari Gambir, Jakarta Pusat","Gambir, Jakarta Pusat",10,8,94 m²,450 m²
4025,07/07/2024,"Rp1,39 Miliar","Rumah Puri Gardena Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",2,1,96 m²,90 m²
4026,07/07/2024,Rp14 Miliar,"Rumah Jl. Moh. Kahfi Jagakarsa, Jakarta Selatan","Jagakarsa, Jakarta Selatan",5,4,1703 m²,330 m²
4027,07/07/2024,"Rp5,9 Miliar","Rumah Taman Kencana Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",4,5,490 m²,600 m²
4028,07/07/2024,"Rp2,7 Miliar","Rumah Pulo Gebang Permai Cakung, Jakarta Timur","Cakung, Jakarta Timur",4,4,150 m²,172 m²
4029,07/07/2024,Rp10 Miliar,"Rumah Janur Elok Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,300 m²,500 m²
4030,07/07/2024,Rp3 Miliar,"Rumah Kelapa Nias Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",2,2,136 m²,100 m²
4031,07/07/2024,"Rp5,9 Miliar","Kost Jl. Hasyim Ashari Dalam Gambir, Jakarta Pusat","Gambir, Jakarta Pusat",10,10,71 m²,280 m²
4032,07/07/2024,Rp8 Miliar,"Rumah Citra Garden City Cluster Yellow Chrysant Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",5,4,190 m²,270 m²
4033,07/07/2024,"Rp4,8 Miliar","Rumah Taman Alfa Indah Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",4,4,288 m²,220 m²
4034,07/07/2024,"Rp6,2 Miliar","Rumah Jl. Menara Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",5,4,250 m²,370 m²
4035,07/07/2024,"Rp4,3 Miliar","Rumah Citra Garden 8 Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",5,4,120 m²,200 m²
4036,07/07/2024,"Rp11,5 Miliar","Rumah Citra Garden 6, Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",7,7,220 m²,455 m²
4037,07/07/2024,"Rp2,45 Miliar","Rumah Citra Garden Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",3,3,90 m²,116 m²
4038,07/07/2024,"Rp4,59 Miliar","Rumah Cempaka Putih Tengah Cempaka Putih, Jakarta Pusat","Cempaka Putih, Jakarta Pusat",5,2,209 m²,150 m²
4039,07/07/2024,"Rp1,85 Miliar","Rumah Citra Garden Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",4,3,160 m²,110 m²
4040,07/07/2024,Rp9 Miliar,"Rumah Kavling DKI Meruya Utara, Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",4,5,415 m²,425 m²
4041,07/07/2024,"Rp4,5 Miliar","Rumah Kavling DKI Meruya Utara, Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",3,3,225 m²,250 m²
4042,07/07/2024,Rp15 Miliar,"Rumah Kelapa Sawit, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",2,3,250 m²,300 m²
4043,07/07/2024,"Rp1,9 Miliar","Rumah Jl. Kayu Putih Selatan Pulomas, Jakarta Timur","Pulo Gadung, Jakarta Timur",4,3,83 m²,140 m²
4044,07/07/2024,"Rp2,3 Miliar","Rumah Jl. Way Seputih Tanjung Duren, Grogol Petamburan, Jakarta Barat","Grogol Petamburan, Jakarta Barat",4,3,57 m²,168 m²
4045,07/07/2024,"Rp2,45 Miliar","Rumah Jl. Way Seputih Tanjung Duren, Grogol Petamburan, Jakarta Barat","Grogol Petamburan, Jakarta Barat",5,4,72 m²,193 m²
4046,07/07/2024,"Rp2,7 Miliar","Rumah Taman Kencana Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",3,2,90 m²,90 m²
4047,07/07/2024,"Rp2,15 Miliar","Rumah Carina Sayang Rawa Buaya Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",3,3,100 m²,170 m²
4048,07/07/2024,Rp950 Juta,"Rumah The Pasadena Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",2,2,48 m²,40 m²
4049,07/07/2024,"Rp7,75 Miliar","Rumah Jl. Mardani Raya Cempaka Putih, Jakarta Pusat","Cempaka Putih, Jakarta Pusat",5,4,550 m²,390 m²
4050,07/07/2024,"Rp5,3 Miliar","Rumah Jl. Paradise Sunter Agung, Tanjung Priok, Jakarta Utara","Tanjung Priok, Jakarta Utara",4,4,102 m²,280 m²
4051,07/07/2024,"Rp5,3 Miliar","Rumah Jl. Paradise Sunter Agung, Tanjung Priok, Jakarta Utara","Tanjung Priok, Jakarta Utara",4,4,102 m²,280 m²
4052,07/07/2024,Rp40 Miliar,"Rumah Taman Gandaria Kebayoran Lama, Jakarta Slatan","Kebayoran Lama, Jakarta Selatan",4,3,640 m²,500 m²
4053,07/07/2024,"Rp1,6 Miliar","Rumah Rorotan Kirana Legacy Norfolk Kelapa Gading,Jakarta Utara","Kelapa Gading, Jakarta Utara",3,2,124 m²,110 m²
4054,07/07/2024,"Rp3,2 Miliar","Rumah Kavling DKI Meruya Utara, Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",4,3,132 m²,257 m²
4055,07/07/2024,Rp10 Miliar,"Rumah Taman Alfa Indah Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",5,6,420 m²,800 m²
4056,07/07/2024,"Rp3,1 Miliar","Rumah Kavling DKI Meruya Utara, Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",7,6,123 m²,200 m²
4057,07/07/2024,"Rp3,1 Miliar","Rumah Kavling DKI Meruya Utara, Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",7,6,123 m²,200 m²
4058,07/07/2024,"Rp2,2 Miliar","Rumah Daan Mogot Estate Cengkareng, Jakarta Barat","Kali Deres, Jakarta Barat",4,3,280 m²,275 m²
4059,07/07/2024,Rp10 Miliar,"Rumah Jl. Kebon Bawang, Tanjung Priok, Jakarta Utara","Tanjung Priok, Jakarta Utara",1,1,275 m²,220 m²
4060,07/07/2024,Rp6 Miliar,"Kost Jl. Krekot Jaya Molek Pasar Baru, Sawah Besar, Jakarta Pusat","Sawah Besar, Jakarta Pusat",10,7,164 m²,560 m²
4061,07/07/2024,Rp6 Miliar,"Rumah Jl Cipinang Indah Cipinang, Jakarta Timur","Pulo Gadung, Jakarta Timur",7,4,300 m²,692 m²
4062,07/07/2024,"Rp2,35 Miliar","Rumah Cluster Florida PIK2, Tangerang, Banten","Penjaringan, Jakarta Utara",3,3,75 m²,98 m²
4063,07/07/2024,Rp750 Juta,"Rumah Jl. Gabus Tanjung Priok, Jakarta Utara","Tanjung Priok, Jakarta Utara",3,2,22 m²,70 m²
4064,07/07/2024,"Rp6,5 Miliar","Rumah Jl. Gilimanuk Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",4,4,200 m²,220 m²
4065,07/07/2024,"Rp3,3 Miliar","Rumah BCS, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,3,105 m²,210 m²
4066,07/07/2024,"Rp1,5 Miliar","Rumah Jl. Rambutan Barat Grogol Petamburan, Jakarta Barat","Grogol Petamburan, Jakarta Barat",3,2,55 m²,110 m²
4067,07/07/2024,"Rp2,2 Miliar","Rumah Rawamangun, Pulo Gadung, Jakarta Timur","Pulo Gadung, Jakarta Timur",3,3,60 m²,104 m²
4068,07/07/2024,"Rp1,7 Miliar","Rumah Jl. Pulo Asem Utara Pulo Gadung, Jakarta Timur","Pulo Gadung, Jakarta Timur",2,1,90 m²,75 m²
4069,07/07/2024,"Rp3,4 Miliar","Rumah Puri Botanical Residence Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",4,2,108 m²,170 m²
4070,07/07/2024,"Rp7,5 Miliar","Rumah Paradise Timur Raya Sunter Agung, Tanjung Priok, Jakarta Utara","Tanjung Priok, Jakarta Utara",6,4,292 m²,360 m²
4071,07/07/2024,"Rp2,6 Miliar","Rumah Cengkareng Indah Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",3,3,90 m²,180 m²
4072,07/07/2024,"Rp1,99 Miliar","Rumah Harapan Mulya, Kemayoran, Jakarta Pusat","Kemayoran, Jakarta Pusat",3,2,162 m²,123 m²
4073,07/07/2024,"Rp5,5 Miliar","Rumah Orchestra Beach Golf Island, PIK, Jakarta Utara","Penjaringan, Jakarta Utara",3,3,150 m²,200 m²
4074,07/07/2024,"Rp17,5 Miliar","Rumah Jl. Prapatan Senen, Jakarta Pusat","Senen, Jakarta Pusat",10,3,595 m²,400 m²
4075,07/07/2024,"Rp3,5 Miliar","Rumah Kelapa Nias Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,4,102 m²,267 m²
4076,07/07/2024,"Rp1,45 Miliar","Rumah Gading Griya Residence Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,2,75 m²,100 m²
4077,07/07/2024,"Rp6,7 Miliar","Rumah Kelapa Sawit Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",5,5,414 m²,600 m²
4078,07/07/2024,"Rp4,9 Miliar","Rumah Kejaksaan Joglo, Larangan, Tangerang, Banten","Kembangan, Jakarta Barat",5,5,300 m²,500 m²
4079,07/07/2024,"Rp3,25 Miliar","Rumah Jl. Pulo Asem Utara Pulo Gadung, Jakarta Timur","Pulo Gadung, Jakarta Timur",10,4,145 m²,210 m²
4080,07/07/2024,"Rp1,98 Miliar","Rumah Jagakarsa, Jakarta Selatan.","Jagakarsa, Jakarta Selatan",4,3,126 m²,180 m²
4081,07/07/2024,"Rp2,6 Miliar","Rumah Jl. Pulo Asem Utara Pulo Gadung, Jakarta Timur","Pulo Gadung, Jakarta Timur",2,2,90 m²,108 m²
4082,07/07/2024,"Rp1,17 Miliar","Rumah Komplek Walikota, Sukapura, Jakarta Utara","Kelapa Gading, Jakarta Utara",2,3,48 m²,60 m²
4083,07/07/2024,Rp35 Miliar,"Rumah Cilandak, Jakarta Selatan","Cilandak, Jakarta Selatan",4,4,1349 m²,1344 m²
4084,07/07/2024,"Rp2,37 Miliar","Rumah Gading Mas Timur, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,90 m²,150 m²
4085,07/07/2024,"Rp13,5 Miliar","Rumah Green Garden Kebon Jeruk, Jakarta Barat","Kebon Jeruk, Jakarta Barat",5,5,707 m²,469 m²
