,date,price,description,location,bedrooms,bathrooms,land,floor
4086,07/07/2024,"Rp3,4 Miliar","Rumah Graha Sunter Pratama Sunter, Jakarta Utara","Tanjung Priok, Jakarta Utara",1,1,172 m²,116 m²
4087,07/07/2024,"Rp6,5 Miliar","Kost Tanjung Duren Grogol Petamburan, Jakarta Barat","Grogol Petamburan, Jakarta Barat",10,10,161 m²,400 m²
4088,07/07/2024,"Rp4,5 Miliar","Rumah Jl. Tanjung Duren Dalam Grogol Petamburan, Jakarta Barat","Grogol Petamburan, Jakarta Barat",4,4,156 m²,250 m²
4089,07/07/2024,Rp9 Miliar,"Rumah Gading Elok Raya Utara Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,2,324 m²,200 m²
4090,07/07/2024,"Rp3,15 Miliar","Rumah Kelapa Puyuh Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,90 m²,130 m²
4091,07/07/2024,"Rp3,15 Miliar","Rumah Kelapa Puyuh Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,90 m²,130 m²
4092,07/07/2024,"Rp3,15 Miliar","Rumah Taman Semanan Indah Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",4,4,154 m²,220 m²
4093,07/07/2024,"Rp1,5 Miliar","Rumah Jl. Mangga Lontar Tugu Utara, Koja, Jakarta Utara","Koja, Jakarta Utara",3,1,100 m²,100 m²
4094,07/07/2024,"Rp4,25 Miliar","Rumah Pegangsaan Indah Barat Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,3,213 m²,170 m²
4095,07/07/2024,Rp2 Miliar,Jual Rumah bisa buat Bisnis kontrakan.,"Kembangan, Jakarta Barat",3,2,1700 m²,806 m²
4096,07/07/2024,"Rp4,5 Miliar","Rumah Jl. Kebantenan Semper Timur, Cilincing, Jakarta Utara","Cilincing, Jakarta Utara",2,1,484 m²,130 m²
4097,07/07/2024,"Rp3,5 Miliar","Rumah Cluster Yarra, Jakarta Garden City, Cakung, Jakarta Timur","Cakung, Jakarta Timur",4,3,141 m²,170 m²
4098,07/07/2024,"Rp8,9 Miliar","Kost Jl. Semangka Tomang, Palmerah, Jakarta Barat","Palmerah, Jakarta Barat",10,10,226 m²,378 m²
4099,07/07/2024,"Rp2,2 Miliar","Rumah Golden Palm Residence Citra Garden City 5, Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",3,2,90 m²,85 m²
4100,07/07/2024,"Rp3,8 Miliar","Rumah Kelapa Nias Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,136 m²,102 m²
4101,07/07/2024,"Rp6,95 Miliar","Kost Hasyim Ashari Gambir, Jakarta Pusat","Gambir, Jakarta Pusat",10,8,94 m²,450 m²
4102,07/07/2024,"Rp1,39 Miliar","Rumah Puri Gardena Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",2,1,96 m²,90 m²
4103,07/07/2024,"Rp5,1 Miliar",Rumah Modern 2 Lantai Brand New Furnished Keren di Duren Sawit Jakarta,"Duren Sawit, Jakarta Timur",4,4,175 m²,275 m²
4104,07/07/2024,Rp14 Miliar,"Rumah Jl. Moh. Kahfi Jagakarsa, Jakarta Selatan","Jagakarsa, Jakarta Selatan",5,4,1703 m²,330 m²
4105,07/07/2024,"Rp5,9 Miliar","Rumah Taman Kencana Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",4,5,490 m²,600 m²
4106,07/07/2024,"Rp8,4 Miliar",Rumah model Villa Furnished 2 Lantai + S. Pool Jl Jati Padang,"Pasar Minggu, Jakarta Selatan",5,4,475 m²,380 m²
4107,07/07/2024,"Rp2,7 Miliar","Rumah Pulo Gebang Permai Cakung, Jakarta Timur","Cakung, Jakarta Timur",4,4,150 m²,172 m²
4108,07/07/2024,"Rp1,97 Miliar","Rumah Brand New Minimalis 2 Lantai Jl.Kelapa Molek, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,3,60 m²,90 m²
4109,07/07/2024,Rp7 Miliar,Rumah 2 Lantai harga super nego di Gading Kirana Kelapa Gading Jakarta Utara,"Kelapa Gading, Jakarta Utara",4,3,187 m²,200 m²
4110,07/07/2024,"Rp8,6 Miliar",Rumah 2 Lantai harga ekonomis di Tebet Timur Dalam Jakarta Selatan,"Tebet, Jakarta Selatan",5,5,217 m²,320 m²
4111,07/07/2024,Rp10 Miliar,"Rumah Janur Elok Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,300 m²,500 m²
4112,07/07/2024,"Rp1,7 Miliar","Rumah Jl. Kebantenan Semper Timur, Cilincing, Jakarta Utara","Cilincing, Jakarta Utara",4,2,130 m²,130 m²
4113,07/07/2024,"Rp3,5 Miliar","Rumah Simponi Mas BCS Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",8,4,136 m²,136 m²
4114,07/07/2024,Rp4 Miliar,"Rumah Jl. Swasembada Timur Tanjung Priok, Jakarta Utara","Tanjung Priok, Jakarta Utara",5,3,270 m²,300 m²
4115,07/07/2024,"Rp4,3 Miliar","Rumah Citra Garden 8 Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",5,4,120 m²,200 m²
4116,07/07/2024,"Rp11,5 Miliar","Rumah Citra Garden 6, Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",7,7,220 m²,455 m²
4117,07/07/2024,"Rp2,45 Miliar","Rumah Citra Garden Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",3,3,90 m²,116 m²
4118,07/07/2024,"Rp4,59 Miliar","Rumah Cempaka Putih Tengah Cempaka Putih, Jakarta Pusat","Cempaka Putih, Jakarta Pusat",5,2,209 m²,150 m²
4119,07/07/2024,"Rp1,85 Miliar","Rumah Citra Garden Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",4,3,160 m²,110 m²
4120,07/07/2024,Rp9 Miliar,"Rumah Kavling DKI Meruya Utara, Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",4,5,415 m²,425 m²
4121,07/07/2024,"Rp4,5 Miliar","Rumah Kavling DKI Meruya Utara, Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",3,3,225 m²,250 m²
4122,07/07/2024,Rp15 Miliar,"Rumah Kelapa Sawit, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",2,3,250 m²,300 m²
4123,07/07/2024,"Rp1,9 Miliar","Rumah Jl. Kayu Putih Selatan Pulomas, Jakarta Timur","Pulo Gadung, Jakarta Timur",4,3,83 m²,140 m²
4124,07/07/2024,Rp10 Miliar,"Rumah Taman Palem Lestari Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",10,10,400 m²,200 m²
4125,07/07/2024,"Rp1,75 Miliar","Rumah Jl. Mataram Beacukai, Sukapura, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,2,97 m²,170 m²
4126,07/07/2024,"Rp1,9 Miliar","Rumah Gading Elok Timur Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",1,1,102 m²,1 m²
4127,07/07/2024,"Rp7,75 Miliar","Rumah Jl. Mardani Raya Cempaka Putih, Jakarta Pusat","Cempaka Putih, Jakarta Pusat",5,4,550 m²,390 m²
4128,07/07/2024,"Rp5,3 Miliar","Rumah Jl. Paradise Sunter Agung, Tanjung Priok, Jakarta Utara","Tanjung Priok, Jakarta Utara",4,4,102 m²,280 m²
4129,07/07/2024,"Rp5,3 Miliar","Rumah Jl. Paradise Sunter Agung, Tanjung Priok, Jakarta Utara","Tanjung Priok, Jakarta Utara",4,4,102 m²,280 m²
4130,07/07/2024,Rp40 Miliar,"Rumah Taman Gandaria Kebayoran Lama, Jakarta Slatan","Kebayoran Lama, Jakarta Selatan",4,3,640 m²,500 m²
4131,07/07/2024,"Rp5,7 Miliar",rumah bagus dalam kavling di pondok kelapa duren sawit,"Duren Sawit, Jakarta Timur",4,4,356 m²,333 m²
4132,07/07/2024,"Rp1,6 Miliar","Rumah Rorotan Kirana Legacy Norfolk Kelapa Gading,Jakarta Utara","Kelapa Gading, Jakarta Utara",3,2,124 m²,110 m²
4133,07/07/2024,"Rp3,2 Miliar","Rumah Kavling DKI Meruya Utara, Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",4,3,132 m²,257 m²
4134,07/07/2024,Rp11 Miliar,rumah single house akses 2 mobil di lebak bulus jakarta selatan,"Cilandak, Jakarta Selatan",5,6,396 m²,650 m²
4135,07/07/2024,Rp10 Miliar,"Rumah Taman Alfa Indah Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",5,6,420 m²,800 m²
4136,07/07/2024,"Rp3,1 Miliar","Rumah Kavling DKI Meruya Utara, Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",7,6,123 m²,200 m²
4137,07/07/2024,"Rp3,1 Miliar","Rumah Kavling DKI Meruya Utara, Kembangan, Jakarta Barat","Kembangan, Jakarta Barat",7,6,123 m²,200 m²
4138,07/07/2024,Rp27 Miliar,"rumah mewah include furnish di depok, lokasi dekat rs bhayangkara brimob","Ciracas, Jakarta Timur",7,8,2306 m²,1191 m²
4139,07/07/2024,"Rp2,2 Miliar","Rumah Daan Mogot Estate Cengkareng, Jakarta Barat","Kali Deres, Jakarta Barat",4,3,280 m²,275 m²
4140,07/07/2024,Rp2 Miliar,"Rumah JL Syekh Junaid Al Betawi Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",3,2,2000 m²,100 m²
4141,07/07/2024,"Rp13,9 Miliar",rumah baru akses lebar di jalan wijaya kusuma lebak bulus,"Cilandak, Jakarta Selatan",4,3,515 m²,400 m²
4142,07/07/2024,"Rp3,5 Miliar",Rumah,"Pancoran, Jakarta Selatan",3,3,144 m²,200 m²
4143,07/07/2024,"Rp3,6 Miliar",Rumah Siap Huni dalam komplek di duren sawit,"Duren Sawit, Jakarta Timur",4,4,125 m²,210 m²
4144,07/07/2024,Rp9 Miliar,"Rumah Bukit Gading Mediterania Blok Sevilla Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,315 m²,273 m²
4145,07/07/2024,Rp3 Miliar,"Rumah Cempaka Baru Kemayoran, Jakarta Pusat","Kemayoran, Jakarta Pusat",6,3,275 m²,250 m²
4146,07/07/2024,"Rp2,3 Miliar","Rumah Mutiara Taman Palem Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",3,2,90 m²,172 m²
4147,07/07/2024,"Rp3,3 Miliar",Rumah Hook dalam cluster dekat pintu tol bambu apus,"Cipayung, Jakarta Timur",5,5,190 m²,250 m²
4148,07/07/2024,"Rp2,35 Miliar","Rumah Cluster Florida PIK2, Tangerang, Banten","Penjaringan, Jakarta Utara",3,3,75 m²,98 m²
4149,07/07/2024,Rp750 Juta,"Rumah Jl. Gabus Tanjung Priok, Jakarta Utara","Tanjung Priok, Jakarta Utara",3,2,22 m²,70 m²
4150,07/07/2024,"Rp6,5 Miliar","Rumah Jl. Gilimanuk Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",4,4,200 m²,220 m²
4151,07/07/2024,"Rp3,3 Miliar","Rumah BCS, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,3,105 m²,210 m²
4152,07/07/2024,"Rp1,5 Miliar","Rumah Jl. Rambutan Barat Grogol Petamburan, Jakarta Barat","Grogol Petamburan, Jakarta Barat",3,2,55 m²,110 m²
4153,07/07/2024,"Rp2,2 Miliar","Rumah Rawamangun, Pulo Gadung, Jakarta Timur","Pulo Gadung, Jakarta Timur",3,3,60 m²,104 m²
4154,07/07/2024,"Rp1,7 Miliar","Rumah Jl. Pulo Asem Utara Pulo Gadung, Jakarta Timur","Pulo Gadung, Jakarta Timur",2,1,90 m²,75 m²
4155,07/07/2024,"Rp2,99 Miliar",di jual rumah daerah pondok kopi Jakarta timur,"Duren Sawit, Jakarta Timur",4,2,229 m²,150 m²
4156,07/07/2024,"Rp3,5 Miliar","Rumah Villa Permata Gading Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,2,99 m²,126 m²
4157,07/07/2024,"Rp2,9 Miliar","Rumah Cluster Matana Jakarta Garden City, Cakung, Jakarta Timur","Cakung, Jakarta Timur",3,3,98 m²,91 m²
4158,07/07/2024,"Rp5,7 Miliar","Rumah Citra 2, Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",6,4,190 m²,333 m²
4159,07/07/2024,"Rp6,7 Miliar","Rumah Taman Palem Lestari Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",5,3,325 m²,400 m²
4160,07/07/2024,"Rp2,5 Miliar","Rumah Gading Elok Timur Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",2,1,102 m²,90 m²
4161,07/07/2024,"Rp17,5 Miliar","Rumah Jl. Prapatan Senen, Jakarta Pusat","Senen, Jakarta Pusat",10,3,595 m²,400 m²
4162,07/07/2024,"Rp3,5 Miliar","Rumah Kelapa Nias Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,4,102 m²,267 m²
4163,07/07/2024,"Rp1,45 Miliar","Rumah Gading Griya Residence Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,2,75 m²,100 m²
4164,07/07/2024,"Rp6,7 Miliar","Rumah Kelapa Sawit Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",5,5,414 m²,600 m²
4165,07/07/2024,"Rp4,9 Miliar","Rumah Kejaksaan Joglo, Larangan, Tangerang, Banten","Kembangan, Jakarta Barat",5,5,300 m²,500 m²
4166,07/07/2024,"Rp3,25 Miliar","Rumah Jl. Pulo Asem Utara Pulo Gadung, Jakarta Timur","Pulo Gadung, Jakarta Timur",10,4,145 m²,210 m²
4167,07/07/2024,"Rp1,98 Miliar","Rumah Jagakarsa, Jakarta Selatan.","Jagakarsa, Jakarta Selatan",4,3,126 m²,180 m²
4168,07/07/2024,"Rp2,6 Miliar","Rumah Jl. Pulo Asem Utara Pulo Gadung, Jakarta Timur","Pulo Gadung, Jakarta Timur",2,2,90 m²,108 m²
4169,07/07/2024,"Rp1,17 Miliar","Rumah Komplek Walikota, Sukapura, Jakarta Utara","Kelapa Gading, Jakarta Utara",2,3,48 m²,60 m²
4170,07/07/2024,Rp35 Miliar,"Rumah Cilandak, Jakarta Selatan","Cilandak, Jakarta Selatan",4,4,1349 m²,1344 m²
4171,07/07/2024,Rp9 Miliar,"Kost Jl. Kebon Kacang Tanah Abang, Jakarta Pusat","Tanah Abang, Jakarta Pusat",10,10,160 m²,490 m²
4172,07/07/2024,"Rp3,2 Miliar","Rumah Taman Tirta Sunter Sunter Agung, Tanjung Priok, Jakarta Utara","Tanjung Priok, Jakarta Utara",2,2,145 m²,132 m²
4173,07/07/2024,"Rp2,1 Miliar","Rumah Tarian Indang Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,180 m²,130 m²
4174,07/07/2024,Rp6 Miliar,"Rumah Agung Jaya Sunter, Tanjung Priok,  Jakarta Utara","Tanjung Priok, Jakarta Utara",5,4,120 m²,180 m²
4175,07/07/2024,"Rp1,7 Miliar","Rumah Jl. Kebantenan Semper Timur, Cilincing, Jakarta Utara","Cilincing, Jakarta Utara",4,2,130 m²,130 m²
4176,07/07/2024,"Rp3,5 Miliar","Rumah Simponi Mas BCS Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",8,4,136 m²,136 m²
4177,07/07/2024,Rp4 Miliar,"Rumah Jl. Swasembada Timur Tanjung Priok, Jakarta Utara","Tanjung Priok, Jakarta Utara",5,3,270 m²,300 m²
4178,07/07/2024,"Rp4,3 Miliar","Rumah Citra Garden 8 Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",5,4,120 m²,200 m²
4179,07/07/2024,"Rp11,5 Miliar","Rumah Citra Garden 6, Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",7,7,220 m²,455 m²
4180,07/07/2024,"Rp2,45 Miliar","Rumah Citra Garden Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",3,3,90 m²,116 m²
4181,07/07/2024,"Rp4,59 Miliar","Rumah Cempaka Putih Tengah Cempaka Putih, Jakarta Pusat","Cempaka Putih, Jakarta Pusat",5,2,209 m²,150 m²
4182,07/07/2024,Rp1 Miliar,Di Jual Rumah Second. Seken,"Kebayoran Lama, Jakarta Selatan",4,2,148 m²,130 m²
4183,07/07/2024,"Rp1,85 Miliar","Rumah Citra Garden Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",4,3,160 m²,110 m²
4184,07/07/2024,"Rp3,92 Miliar","Rumah Danau Elok Komp DKI Sunter, Jakarta Utara","Tanjung Priok, Jakarta Utara",4,3,182 m²,260 m²
4185,07/07/2024,"Rp3,4 Miliar","Rumah Komplek DKI Sunter, Jakarta Utara","Tanjung Priok, Jakarta Utara",4,3,70 m²,230 m²
4186,07/07/2024,"Rp2,6 Miliar","Rumah Cluster Shinano Jakarta Garden City, Cakung, Jakarta Timur","Cakung, Jakarta Timur",3,2,102 m²,92 m²
4187,07/07/2024,"Rp2,5 Miliar","Rumah di jual cepat, lokasi strategis","Kebayoran Lama, Jakarta Selatan",3,1,250 m²,156 m²
4188,07/07/2024,Rp10 Miliar,"Rumah Taman Palem Lestari Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",10,10,400 m²,200 m²
4189,07/07/2024,"Rp1,75 Miliar","Rumah Jl. Mataram Beacukai, Sukapura, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,2,97 m²,170 m²
4190,07/07/2024,"Rp1,9 Miliar","Rumah Gading Elok Timur Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",1,1,102 m²,1 m²
4191,07/07/2024,"Rp2,2 Miliar",Rumah Pulomas Kayu Putih Dijual,"Pulo Gadung, Jakarta Timur",4,3,82 m²,156 m²
4192,07/07/2024,"Rp7,75 Miliar","Rumah Jl. Mardani Raya Cempaka Putih, Jakarta Pusat","Cempaka Putih, Jakarta Pusat",5,4,550 m²,390 m²
4193,07/07/2024,"Rp5,3 Miliar","Rumah Jl. Paradise Sunter Agung, Tanjung Priok, Jakarta Utara","Tanjung Priok, Jakarta Utara",4,4,102 m²,280 m²
4194,07/07/2024,"Rp1,2 Miliar",Rumah Baru Gress,"Duren Sawit, Jakarta Timur",3,2,70 m²,100 m²
4195,07/07/2024,"Rp4,5 Miliar",rumah baru cantik kokoh,"Cempaka Putih, Jakarta Pusat",5,6,180 m²,250 m²
4196,07/07/2024,"Rp5,3 Miliar","Rumah Jl. Paradise Sunter Agung, Tanjung Priok, Jakarta Utara","Tanjung Priok, Jakarta Utara",4,4,102 m²,280 m²
4197,07/07/2024,Rp40 Miliar,"Rumah Taman Gandaria Kebayoran Lama, Jakarta Slatan","Kebayoran Lama, Jakarta Selatan",4,3,640 m²,500 m²
4198,07/07/2024,"Rp2,2 Miliar","Rumah Jl. Patimura Rawabadak Selatan, Koja, Jakarta Utara","Koja, Jakarta Utara",6,3,334 m²,250 m²
4199,07/07/2024,Rp10 Miliar,"Rumah Janur Elok, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,212 m²,280 m²
4200,07/07/2024,"Rp7,5 Miliar","Rumah Jl Agung Permai Sunter, Jakarta Utara","Tanjung Priok, Jakarta Utara",4,4,220 m²,580 m²
4201,07/07/2024,"Rp5,3 Miliar","Rumah Rawa Sari Timur Cempaka Putih, Jakarta Pusat","Cempaka Putih, Jakarta Pusat",6,4,150 m²,250 m²
4202,07/07/2024,"Rp3,75 Miliar","Rumah Jl. Pulo Asem Pulo Gadung, Jakarta Timur","Pulo Gadung, Jakarta Timur",5,7,142 m²,289 m²
4203,07/07/2024,"Rp3,1 Miliar","Rumah Kelapa Lilin Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,3,102 m²,216 m²
4204,07/07/2024,Rp5 Miliar,"Rumah Taman Modern Cakung, Jakarta Timur","Cakung, Jakarta Timur",5,4,350 m²,425 m²
4205,07/07/2024,Rp2 Miliar,"Rumah JL Syekh Junaid Al Betawi Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",3,2,2000 m²,100 m²
4206,07/07/2024,Rp9 Miliar,"Rumah Bukit Gading Mediterania Blok Sevilla Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,315 m²,273 m²
4207,07/07/2024,Rp3 Miliar,"Rumah Cempaka Baru Kemayoran, Jakarta Pusat","Kemayoran, Jakarta Pusat",6,3,275 m²,250 m²
4208,07/07/2024,"Rp2,3 Miliar","Rumah Mutiara Taman Palem Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",3,2,90 m²,172 m²
4209,07/07/2024,"Rp2,35 Miliar","Rumah Cluster Florida PIK2, Tangerang, Banten","Penjaringan, Jakarta Utara",3,3,75 m²,98 m²
4210,07/07/2024,Rp750 Juta,"Rumah Jl. Gabus Tanjung Priok, Jakarta Utara","Tanjung Priok, Jakarta Utara",3,2,22 m²,70 m²
4211,07/07/2024,"Rp6,5 Miliar","Rumah Jl. Gilimanuk Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",4,4,200 m²,220 m²
4212,07/07/2024,"Rp3,3 Miliar","Rumah BCS, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,3,105 m²,210 m²
4213,07/07/2024,"Rp2,55 Miliar","Rumah Cluster Alamanda Jakarta Garden City, Cakung, Jakarta Timur","Cakung, Jakarta Timur",3,2,131 m²,175 m²
4214,07/07/2024,"Rp3,5 Miliar","Rumah Villa Permata Gading Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,2,99 m²,126 m²
4215,07/07/2024,"Rp2,9 Miliar","Rumah Cluster Matana Jakarta Garden City, Cakung, Jakarta Timur","Cakung, Jakarta Timur",3,3,98 m²,91 m²
4216,07/07/2024,"Rp5,7 Miliar","Rumah Citra 2, Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",6,4,190 m²,333 m²
4217,07/07/2024,"Rp6,7 Miliar","Rumah Taman Palem Lestari Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",5,3,325 m²,400 m²
4218,07/07/2024,"Rp2,5 Miliar","Rumah Gading Elok Timur Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",2,1,102 m²,90 m²
4219,07/07/2024,"Rp17,5 Miliar","Rumah Jl. Prapatan Senen, Jakarta Pusat","Senen, Jakarta Pusat",10,3,595 m²,400 m²
4220,07/07/2024,"Rp3,5 Miliar","Rumah Kelapa Nias Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,4,102 m²,267 m²
4221,07/07/2024,"Rp1,45 Miliar","Rumah Gading Griya Residence Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,2,75 m²,100 m²
4222,07/07/2024,"Rp6,7 Miliar","Rumah Kelapa Sawit Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",5,5,414 m²,600 m²
4223,07/07/2024,"Rp4,9 Miliar","Rumah Kejaksaan Joglo, Larangan, Tangerang, Banten","Kembangan, Jakarta Barat",5,5,300 m²,500 m²
4224,07/07/2024,Rp3 Miliar,"Rumah Metland Menteng Cluster Victoria Ujung Menteng, Cakung, Jakarta Timur","Cakung, Jakarta Timur",3,2,235 m²,69 m²
4225,07/07/2024,Rp16 Miliar,"Rumah Taman Berdikari Sentosa Pulo Gadung, Jakarta Timur","Pulo Gadung, Jakarta Timur",6,6,557 m²,420 m²
4226,07/07/2024,Rp27 Miliar,SUPER STRATEGIS DIJUAL LUAS 915 RADIO DALAM JAKARTA SELATAN,"Kebayoran Baru, Jakarta Selatan",8,5,915 m²,614 m²
4227,07/07/2024,"Rp2,7 Miliar",Rumah jakarta pusat di Kramat nego sampai jadi,"Senen, Jakarta Pusat",4,4,216 m²,316 m²
4228,07/07/2024,Rp175 Juta,Rumah baru Modern sangat strategis dan Asri,"Palmerah, Jakarta Barat",2,1,60 m²,35 m²
4229,07/07/2024,"Rp7,9 Miliar",Rumah 4 kamar tidur siap huni di green lake Sunter Jakarta utara,"Tanjung Priok, Jakarta Utara",4,3,144 m²,312 m²
4230,07/07/2024,Rp9 Miliar,"Kost Jl. Kebon Kacang Tanah Abang, Jakarta Pusat","Tanah Abang, Jakarta Pusat",10,10,160 m²,490 m²
4231,07/07/2024,"Rp3,2 Miliar","Rumah Taman Tirta Sunter Sunter Agung, Tanjung Priok, Jakarta Utara","Tanjung Priok, Jakarta Utara",2,2,145 m²,132 m²
4232,07/07/2024,"Rp15,8 Miliar","Rumah Bukit Gading Mediterania Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",7,4,414 m²,670 m²
4233,07/07/2024,"Rp2,5 Miliar",Rumah bebas banjir di jakarta timur 2 lantai lebar 7 JGC,"Cakung, Jakarta Timur",3,3,105 m²,85 m²
4234,07/07/2024,"Rp12,7 Miliar","Kost Jl. Lontar Kebon Kacang, Tanah Abang, Jakarta Pusat","Tanah Abang, Jakarta Pusat",10,10,106 m²,506 m²
4235,07/07/2024,Rp3 Miliar,"Rumah Cempaka Putih Tengah Cempaka Putih, Jakarta Pusat","Cempaka Putih, Jakarta Pusat",4,3,96 m²,130 m²
4236,07/07/2024,"Rp8,7 Miliar",Dijual Rumah Baru Mewah Di Lebak Bulus Jakarta Selatan,"Cilandak, Jakarta Selatan",4,4,222 m²,250 m²
4237,07/07/2024,"Rp3,15 Miliar","Rumah Kelapa Puyuh Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,90 m²,130 m²
4238,07/07/2024,"Rp2,9 Miliar",Rumah puri indah permata buana jakarta barat,"Kembangan, Jakarta Barat",3,3,60 m²,130 m²
4239,07/07/2024,"Rp3,15 Miliar","Rumah Kelapa Puyuh Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,90 m²,130 m²
4240,07/07/2024,"Rp3,15 Miliar","Rumah Taman Semanan Indah Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",4,4,154 m²,220 m²
4241,07/07/2024,"Rp1,5 Miliar","Rumah Jl. Mangga Lontar Tugu Utara, Koja, Jakarta Utara","Koja, Jakarta Utara",3,1,100 m²,100 m²
4242,07/07/2024,"Rp4,25 Miliar","Rumah Pegangsaan Indah Barat Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,3,213 m²,170 m²
4243,07/07/2024,"Rp4,5 Miliar","Rumah Jl. Kebantenan Semper Timur, Cilincing, Jakarta Utara","Cilincing, Jakarta Utara",2,1,484 m²,130 m²
4244,07/07/2024,"Rp3,5 Miliar","Rumah Cluster Yarra, Jakarta Garden City, Cakung, Jakarta Timur","Cakung, Jakarta Timur",4,3,141 m²,170 m²
4245,07/07/2024,"Rp8,9 Miliar","Kost Jl. Semangka Tomang, Palmerah, Jakarta Barat","Palmerah, Jakarta Barat",10,10,226 m²,378 m²
4246,07/07/2024,"Rp2,6 Miliar","Rumah Gading Griya Lestari Sukapura, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,3,112 m²,225 m²
4247,07/07/2024,"Rp3,2 Miliar","Rumah Jl. Tanjung Duren Barat Grogol Petamburan, Jakarta Barat","Grogol Petamburan, Jakarta Barat",5,4,87 m²,231 m²
4248,07/07/2024,"Rp12,5 Miliar","Rumah Gading Putih Raya Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,5,351 m²,600 m²
4249,07/07/2024,"Rp2,1 Miliar","Rumah Tarian Indang Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,180 m²,130 m²
